segment,product_name,category,P,H,C,L,R,prompt,marketing_copy,
Segment 10,PetPal Automatic Feeder,Pet Tech,0,0,1,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Budget-conscious
- Primary value: Innovation
- Preferred channel: Mobile app
- Product preference: Apparel
- Personality: Spontaneous

Product:
- Name: PetPal Automatic Feeder
- Category: Pet Tech
- Features: Smart schedule, camera access, portion control, mobile app alerts

Output: A short, engaging ad copy (2–3 sentences).
    ","Hey there, savvy pet parent! With the PetPal Automatic Feeder,
you can enjoy peace of mind while keeping your furry
friend happy and healthy—all from your mobile app. Experience innovative
feeding with smart scheduling and camera access, all at a
budget-friendly price that lets you splurge on spontaneous adventures with
your pet! 🌟🐾",
Segment 10,EcoBrew Reusable Coffee Cup,Sustainability / Lifestyle,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Budget-conscious
- Primary value: Innovation
- Preferred channel: Mobile app
- Product preference: Apparel
- Personality: Spontaneous

Product:
- Name: EcoBrew Reusable Coffee Cup
- Category: Sustainability / Lifestyle
- Features: BPA-free, temperature control, made from recycled materials, customizable design

Output: A short, engaging ad copy (2–3 sentences).
    ","Sip sustainably with the EcoBrew Reusable Coffee Cup! Perfect for
your spontaneous adventures, this customizable cup is made from recycled
materials and keeps your drink just the right temperature—without breaking
the bank. Download our app now to snag exclusive deals
and embrace innovation on-the-go!",No privacy concern
Segment 10,BookLoop Reading Subscription,Entertainment / Education,0,0,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Budget-conscious
- Primary value: Innovation
- Preferred channel: Mobile app
- Product preference: Apparel
- Personality: Spontaneous

Product:
- Name: BookLoop Reading Subscription
- Category: Entertainment / Education
- Features: Curated book picks, community reviews, flexible membership tiers

Output: A short, engaging ad copy (2–3 sentences).
    ","Unlock a world of stories without breaking the bank! With
BookLoop's flexible reading subscription, you’ll discover curated book picks and
community reviews right from your mobile app—perfect for your spontaneous
lifestyle. Dive in today and let your next adventure begin!
📚✨",
Segment 11,EduMentor AI Learning Platform,Education / Tech,0,0,1,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Eco-friendly
- Primary value: Quality
- Preferred channel: Mobile app
- Product preference: Groceries
- Personality: Social

Product:
- Name: EduMentor AI Learning Platform
- Category: Education / Tech
- Features: Adaptive learning, personalized recommendations, gamified quizzes

Output: A short, engaging ad copy (2–3 sentences).
    ","🌍✨ Elevate your eco-friendly lifestyle with EduMentor AI Learning Platform!
Enjoy high-quality, personalized learning experiences that adapt to your unique
style—perfect for the socially conscious learner. Download our app today
and turn education into a fun, interactive adventure!📲💚",
Segment 11,QuickCart+ Grocery App,Retail / eCommerce,0,0,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Eco-friendly
- Primary value: Quality
- Preferred channel: Mobile app
- Product preference: Groceries
- Personality: Social

Product:
- Name: QuickCart+ Grocery App
- Category: Retail / eCommerce
- Features: One-hour delivery, smart reordering, loyalty rewards, app-exclusive deals

Output: A short, engaging ad copy (2–3 sentences).
    ","🌿 Ready to elevate your eco-friendly lifestyle? With QuickCart+, you
can shop high-quality groceries sustainably and enjoy one-hour delivery right
to your door! Plus, earn loyalty rewards and access exclusive
app deals that make healthy living even more rewarding. Download
now and join our community of conscious consumers! 🍏✨",No privacy concern
Segment 11,HomeEase Smart Thermostat,Smart Home / Energy,0,1,1,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Eco-friendly
- Primary value: Quality
- Preferred channel: Mobile app
- Product preference: Groceries
- Personality: Social

Product:
- Name: HomeEase Smart Thermostat
- Category: Smart Home / Energy
- Features: Remote control via app, energy optimization, voice assistant integration

Output: A short, engaging ad copy (2–3 sentences).
    ","🌿 Elevate your eco-friendly lifestyle with the HomeEase Smart Thermostat!
Enjoy energy optimization and seamless remote control right from your
mobile app, all while reducing your carbon footprint. Join a
community of conscious consumers making a difference—because quality living should
be sustainable and smart! 🌍✨",
Segment 11,PetPal Automatic Feeder,Pet Tech,1,0,0,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Eco-friendly
- Primary value: Quality
- Preferred channel: Mobile app
- Product preference: Groceries
- Personality: Social

Product:
- Name: PetPal Automatic Feeder
- Category: Pet Tech
- Features: Smart schedule, camera access, portion control, mobile app alerts

Output: A short, engaging ad copy (2–3 sentences).
    ","Unleash the joy of hassle-free pet care with the PetPal
Automatic Feeder! Designed for eco-conscious pet lovers like you, our
smart feeder ensures your furry friends get the perfect portions
at the right time, all while you monitor their mealtime
via our mobile app. Join a community of fellow pet
enthusiasts who prioritize quality and sustainability—because your pets deserve the
best!",
Segment 12,PetPal Automatic Feeder,Pet Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Adventurer
- Primary value: Price
- Preferred channel: Phone
- Product preference: Books
- Personality: Conscientious

Product:
- Name: PetPal Automatic Feeder
- Category: Pet Tech
- Features: Smart schedule, camera access, portion control, mobile app alerts

Output: A short, engaging ad copy (2–3 sentences).
    ","Hey Adventurer! With the PetPal Automatic Feeder, you can explore
without worry—our smart schedule and portion control ensures your furry
friend is fed just right, all at an affordable price.
Plus, with camera access and mobile app alerts, you can
check in from anywhere! Ready to make pet care a
breeze?",No privacy concern
Segment 12,TravelGo Insurance App,FinTech / Travel,0,0,0,1,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Adventurer
- Primary value: Price
- Preferred channel: Phone
- Product preference: Books
- Personality: Conscientious

Product:
- Name: TravelGo Insurance App
- Category: FinTech / Travel
- Features: Real-time claims, AI-based risk prediction, 24/7 support

Output: A short, engaging ad copy (2–3 sentences).
    ","Hey Adventurer! 🌍 Elevate your travels without breaking the bank
with the TravelGo Insurance App. Enjoy real-time claims, AI-driven risk
insights, and around-the-clock support, all at your fingertips. Download now
and explore the world with peace of mind—your next adventure
awaits!",
Segment 12,BookLoop Reading Subscription,Entertainment / Education,0,0,1,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Adventurer
- Primary value: Price
- Preferred channel: Phone
- Product preference: Books
- Personality: Conscientious

Product:
- Name: BookLoop Reading Subscription
- Category: Entertainment / Education
- Features: Curated book picks, community reviews, flexible membership tiers

Output: A short, engaging ad copy (2–3 sentences).
    ","Ready to fuel your next adventure with the perfect book?
With BookLoop, you’ll enjoy curated picks tailored to your taste,
all at an unbeatable price. Join our community of fellow
explorers and discover your next great read—just a text away!",
Segment 12,RoadRider E-Bike,Mobility / Green Tech,0,0,0,0,0,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Adventurer
- Primary value: Price
- Preferred channel: Phone
- Product preference: Books
- Personality: Conscientious

Product:
- Name: RoadRider E-Bike
- Category: Mobility / Green Tech
- Features: Long battery life, fast charge, GPS tracking, smartphone integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Hey Adventurer! Ready to explore the great outdoors without breaking
the bank? The RoadRider E-Bike offers long battery life and
fast charging, so you can journey farther with peace of
mind—plus, our GPS tracking and smartphone integration keep you connected
on your rides. Get ready to redefine your adventures today!",No privacy concern
Segment 13,HomeEase Smart Thermostat,Smart Home / Energy,0,1,0,0,1,"
You are a marketing copywriter. 
Write a short, personalized marketing message (2–3 sentences) for this customer segment and product.

Customer segment:
- Lifestyle: Budget-conscious
- Primary value: Quality
- Preferred channel: In-store
- Product preference: Sports
- Personality: Analytical

Product:
- Name: HomeEase Smart Thermostat
- Category: Smart Home / Energy
- Features: Remote control via app, energy optimization, voice assistant integration

Output: A short, engaging ad copy (2–3 sentences).
    ","Transform your home comfort and savings with the HomeEase Smart
Thermostat! Designed for the budget-conscious, this smart device optimizes your
energy usage while providing control right from your phone or
with your voice. Visit us in-store to discover how you
can enjoy quality living without breaking the bank!",No privacy concern
